Cation,Anion,Gases,T/K,P/bar,ARD,Fugacity/bar,Vapor pressure/bar,Solubility,Molecular weight(g/mol),Melting point(C),Boiling point,Critical Temperature,Critical pressure,Critical volume(m3/kg),Flash point
[EMIM],[TFA],CO2,298.10 ,13.00 ,0.1426,12.17 ,64.29 ,0.2010,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,15.00 ,0.1465,13.89 ,64.29 ,0.2260,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,20.00 ,0.1596,18.04 ,64.29 ,0.2820,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,0.10 ,1.0812,0.10 ,64.29 ,0.0010,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,0.50 ,0.1447,0.50 ,64.29 ,0.0090,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,1.00 ,0.1396,0.99 ,64.29 ,0.0180,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,4.00 ,0.1614,3.92 ,64.29 ,0.0680,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,7.00 ,0.1566,6.76 ,64.29 ,0.1150,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,10.00 ,0.1452,9.51 ,64.29 ,0.1600,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,13.00 ,0.1426,12.17 ,64.29 ,0.2010,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,15.00 ,0.1465,13.89 ,64.29 ,0.2260,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,298.10 ,20.00 ,0.1596,18.04 ,64.29 ,0.2820,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,0.10 ,0.6918,0.10 ,111.24 ,0.0040,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,0.50 ,0.3185,0.50 ,111.24 ,0.0090,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,1.00 ,0.1855,1.00 ,111.24 ,0.0150,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,4.00 ,0.0832,3.94 ,111.24 ,0.0440,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,7.00 ,0.1300,6.81 ,111.24 ,0.0720,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,10.00 ,0.0874,9.62 ,111.24 ,0.1040,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,13.00 ,0.0673,12.36 ,111.24 ,0.1340,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,15.00 ,0.0389,14.15 ,111.24 ,0.1560,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,323.10 ,20.00 ,0.0355,18.50 ,111.24 ,0.2000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.10 ,0.10 ,0.8741,0.10 ,187.75 ,0.0060,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.10 ,0.50 ,0.6268,0.50 ,187.75 ,0.0100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.10 ,1.00 ,0.4275,1.00 ,187.75 ,0.0130,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.10 ,4.00 ,0.0894,3.95 ,187.75 ,0.0320,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.10 ,10.00 ,0.0047,9.70 ,187.75 ,0.0700,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.10 ,13.00 ,0.0592,12.50 ,187.75 ,0.0950,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.20 ,15.00 ,0.0577,14.34 ,188.14 ,0.1080,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.20 ,7.00 ,0.0006,6.85 ,188.14 ,0.0500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[EMIM],[TFA],CO2,348.20 ,20.00 ,0.0889,18.83 ,188.14 ,0.1440,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,303.35 ,5.50 ,0.0022,5.36 ,72.43 ,0.0517,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,314.05 ,7.00 ,0.0057,6.80 ,91.66 ,0.0517,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.65 ,9.00 ,0.0496,8.70 ,112.54 ,0.0517,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,333.05 ,10.50 ,0.0044,10.12 ,137.12 ,0.0517,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.75 ,13.00 ,0.0132,12.48 ,167.88 ,0.0517,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,304.55 ,10.00 ,0.0004,9.54 ,74.40 ,0.0904,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,314.55 ,12.50 ,0.0004,11.86 ,92.66 ,0.0904,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.15 ,14.50 ,0.0368,13.71 ,111.36 ,0.0904,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.95 ,17.50 ,0.0568,16.46 ,136.83 ,0.0904,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.35 ,20.50 ,0.0937,19.21 ,166.49 ,0.0904,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,303.85 ,14.00 ,0.0232,13.10 ,73.24 ,0.1300,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.85 ,17.00 ,0.0519,15.81 ,91.27 ,0.1300,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.15 ,20.50 ,0.0681,18.93 ,111.36 ,0.1300,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.85 ,24.50 ,0.0957,22.47 ,136.55 ,0.1300,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.85 ,28.50 ,0.1475,26.03 ,168.23 ,0.1300,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,303.95 ,15.00 ,0.0758,13.96 ,73.41 ,0.1467,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,314.45 ,19.00 ,0.0781,17.52 ,92.46 ,0.1467,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,324.05 ,22.50 ,0.1139,20.63 ,113.50 ,0.1467,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.85 ,26.50 ,0.1364,24.13 ,136.55 ,0.1467,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,343.05 ,31.50 ,0.1735,28.49 ,168.94 ,0.1467,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,302.35 ,18.50 ,0.0671,16.90 ,70.81 ,0.1835,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.35 ,23.50 ,0.0794,21.21 ,90.28 ,0.1835,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,322.85 ,28.00 ,0.1103,25.07 ,110.65 ,0.1835,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.55 ,33.50 ,0.1375,29.72 ,135.69 ,0.1835,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.35 ,39.50 ,0.1760,34.76 ,166.49 ,0.1835,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,302.45 ,26.00 ,0.0571,22.86 ,70.97 ,0.2482,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.45 ,33.00 ,0.0743,28.52 ,90.48 ,0.2482,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.65 ,40.50 ,0.0978,34.48 ,112.54 ,0.2482,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,333.85 ,49.00 ,0.1291,41.11 ,139.43 ,0.2482,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.75 ,57.50 ,0.1595,47.63 ,167.88 ,0.2482,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,302.75 ,32.50 ,0.0358,27.62 ,71.46 ,0.2941,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,312.95 ,41.00 ,0.0473,34.08 ,89.50 ,0.2941,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.05 ,50.50 ,0.0712,41.13 ,111.12 ,0.2941,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.75 ,60.50 ,0.1050,48.42 ,136.26 ,0.2941,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.75 ,72.00 ,0.1472,56.68 ,167.88 ,0.2941,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,303.05 ,42.00 ,0.0121,33.90 ,71.94 ,0.3547,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.25 ,53.00 ,0.0300,41.53 ,90.09 ,0.3547,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,322.95 ,65.50 ,0.0518,49.83 ,110.89 ,0.3547,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.95 ,80.50 ,0.0806,59.40 ,136.83 ,0.3547,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.75 ,96.50 ,0.1207,69.43 ,167.88 ,0.3547,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,302.65 ,49.50 ,0.0134,38.22 ,71.30 ,0.3971,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,312.45 ,61.50 ,0.0151,45.95 ,88.54 ,0.3971,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.05 ,78.50 ,0.0382,56.11 ,111.12 ,0.3971,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,332.95 ,98.00 ,0.0639,66.99 ,136.83 ,0.3971,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,343.15 ,120.50 ,0.1011,79.22 ,169.29 ,0.3971,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,303.35 ,62.00 ,0.0211,44.40 ,72.43 ,0.4576,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.25 ,82.50 ,0.0139,54.63 ,90.09 ,0.4576,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.35 ,116.50 ,0.0155,67.61 ,111.83 ,0.4576,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,333.15 ,156.00 ,0.0123,82.49 ,137.40 ,0.4576,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.95 ,196.00 ,0.0013,99.39 ,168.59 ,0.4576,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,302.45 ,97.00 ,0.1000,50.44 ,70.97 ,0.4974,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.35 ,160.00 ,0.1531,66.96 ,90.28 ,0.4974,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.25 ,214.00 ,0.1836,84.55 ,111.59 ,0.4974,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,333.15 ,263.50 ,0.1917,104.34 ,137.40 ,0.4974,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,342.95 ,307.50 ,0.1749,125.71 ,168.59 ,0.4974,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,304.45 ,158.00 ,0.1832,59.13 ,74.23 ,0.5219,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,313.75 ,216.00 ,0.2369,75.48 ,91.07 ,0.5219,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,323.75 ,266.50 ,0.2550,94.41 ,112.78 ,0.5219,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,333.55 ,317.50 ,0.2646,116.32 ,138.56 ,0.5219,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[MeSO3],CO2,343.15 ,357.00 ,0.2369,138.36 ,169.29 ,0.5219,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,334.45 ,16.50 ,0.2851,15.5902 ,141.1878 ,0.0629,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,344.25 ,18.00 ,0.1427,17.0195 ,173.2244 ,0.0629,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,354.25 ,20.50 ,0.0532,19.3492 ,213.6735 ,0.0629,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.95 ,23.00 ,0.0201,21.6706 ,257.2024 ,0.0629,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,333.65 ,34.00 ,0.3787,30.1544 ,138.8478 ,0.1166,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,342.85 ,39.50 ,0.3127,34.7877 ,168.2342 ,0.1166,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,353.35 ,45.50 ,0.2078,39.8887 ,209.6523 ,0.1166,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.35 ,51.00 ,0.1143,44.5675 ,253.9039 ,0.1166,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,333.25 ,53.50 ,0.4369,44.0621 ,137.6919 ,0.1667,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,342.45 ,62.50 ,0.3684,50.8444 ,166.8356 ,0.1667,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,352.05 ,71.50 ,0.2718,57.7351 ,203.9869 ,0.1667,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,363.65 ,82.50 ,0.1408,66.2892 ,261.1115 ,0.1667,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,334.05 ,69.00 ,0.4202,53.5764 ,140.0130 ,0.2035,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,342.75 ,81.00 ,0.3646,61.7259 ,167.8835 ,0.2035,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,352.55 ,93.00 ,0.2640,70.2051 ,206.1462 ,0.2035,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.35 ,107.50 ,0.1734,80.2126 ,253.9039 ,0.2035,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,333.75 ,89.50 ,0.5211,63.7555 ,139.1382 ,0.2289,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,343.55 ,107.00 ,0.4438,74.2434 ,170.7107 ,0.2289,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,353.25 ,124.50 ,0.3502,85.0239 ,209.2106 ,0.2289,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.35 ,143.50 ,0.2653,96.6279 ,253.9039 ,0.2289,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,332.85 ,120.00 ,0.5914,74.0113 ,136.5453 ,0.2608,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,342.45 ,151.00 ,0.5496,87.9871 ,166.8356 ,0.2608,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,352.85 ,179.00 ,0.4580,102.9455 ,207.4536 ,0.2608,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.65 ,203.00 ,0.3528,117.5703 ,255.5472 ,0.2608,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,333.15 ,157.00 ,0.5868,82.7006 ,137.4044 ,0.2929,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,343.45 ,194.00 ,0.5375,99.3484 ,170.3546 ,0.2929,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,353.55 ,224.50 ,0.4548,116.0875 ,210.5388 ,0.2929,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.85 ,252.00 ,0.3671,132.7759 ,256.6493 ,0.2929,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,335.25 ,208.50 ,0.6103,95.1382 ,143.5662 ,0.3200,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,343.45 ,238.50 ,0.5676,109.8114 ,170.3546 ,0.3200,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,353.15 ,269.50 ,0.4896,127.7804 ,208.7698 ,0.3200,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,363.55 ,298.50 ,0.3803,147.6488 ,260.5490 ,0.3200,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,334.55 ,263.50 ,0.6792,105.8928 ,141.4830 ,0.3493,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,342.85 ,295.50 ,0.6374,122.6778 ,168.2342 ,0.3493,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,352.35 ,324.50 ,0.5523,141.8028 ,205.2796 ,0.3493,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.25 ,352.00 ,0.4437,162.6424 ,253.3588 ,0.3493,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,333.65 ,341.00 ,0.8701,121.6831 ,138.8478 ,0.3690,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,343.45 ,377.00 ,0.8063,143.9775 ,170.3546 ,0.3690,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,352.45 ,403.00 ,0.7099,164.4484 ,205.7124 ,0.3690,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[MMIM],[MeSO3],CO2,362.35 ,431.00 ,0.5895,188.5339 ,253.9039 ,0.3690,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,303.15 ,8.70 ,0.0422,8.35 ,72.10 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,313.15 ,12.70 ,0.1011,12.03 ,89.89 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,323.15 ,14.70 ,0.0225,13.89 ,111.36 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,333.15 ,18.50 ,0.0321,17.34 ,137.40 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,343.15 ,21.90 ,0.0154,20.44 ,169.29 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,353.15 ,24.10 ,0.1234,22.50 ,208.77 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,363.15 ,26.40 ,0.2245,24.66 ,258.31 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,373.15 ,29.10 ,0.3131,27.18 ,321.45 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,303.15 ,13.90 ,0.0995,13.00 ,72.10 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,313.15 ,19.20 ,0.0234,17.67 ,89.89 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,323.15 ,24.30 ,0.0175,22.10 ,111.36 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,333.15 ,28.40 ,0.0764,25.69 ,137.40 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,343.15 ,32.50 ,0.1471,29.30 ,169.29 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,353.15 ,37.00 ,0.2160,33.26 ,208.77 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,363.15 ,41.20 ,0.2959,37.00 ,258.31 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,373.15 ,44.70 ,0.3850,40.22 ,321.45 ,0.2460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,303.15 ,28.90 ,0.1886,25.05 ,72.10 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,313.15 ,39.60 ,0.2560,33.16 ,89.89 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,323.15 ,48.60 ,0.2179,39.92 ,111.36 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,333.15 ,55.50 ,0.1187,45.35 ,137.40 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,343.15 ,64.20 ,0.0389,52.00 ,169.29 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,353.15 ,75.80 ,0.0203,60.55 ,208.77 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,363.15 ,82.30 ,0.1357,66.09 ,258.31 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,373.15 ,88.90 ,0.2461,71.82 ,321.45 ,0.3360,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,303.15 ,40.90 ,0.1070,33.23 ,72.10 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,313.15 ,59.70 ,0.2029,45.16 ,89.89 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,323.15 ,73.60 ,0.1568,53.91 ,111.36 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,333.15 ,91.70 ,0.1197,64.53 ,137.40 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,343.15 ,110.40 ,0.0630,75.47 ,169.29 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,353.15 ,131.30 ,0.0000,87.65 ,208.77 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,363.15 ,151.40 ,0.0767,100.13 ,258.31 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,373.15 ,170.30 ,0.1637,112.86 ,321.45 ,0.4410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,303.15 ,86.40 ,0.1466,49.69 ,72.10 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,313.15 ,148.20 ,0.2028,65.11 ,89.89 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,323.15 ,195.40 ,0.2105,81.26 ,111.36 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,333.15 ,246.00 ,0.2162,100.73 ,137.40 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,343.15 ,287.50 ,0.1867,121.10 ,169.29 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,353.15 ,318.40 ,0.1213,141.11 ,208.77 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,363.15 ,356.50 ,0.0623,165.25 ,258.31 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,373.15 ,398.50 ,0.0006,193.29 ,321.45 ,0.5730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,303.15 ,130.50 ,0.1769,54.81 ,72.10 ,0.6020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,313.15 ,201.90 ,0.2517,72.82 ,89.89 ,0.6020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[HMIM],[MeSO4],CO2,323.15 ,268.50 ,0.3057,94.10 ,111.36 ,0.6020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
