Cation,Anion,Gases,T/K,P/bar,ARD,Fugacity/bar,Vapor pressure/bar,Solubility,Molecular weight(g/mol),Melting point(C),Boiling point,Critical Temperature,Critical pressure,Critical volume(m3/kg),Flash point
[BMIM],[BF4],CO2,282.75 ,0.10 ,0.3399,0.10 ,44.57 ,0.0020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,282.95 ,0.50 ,0.0032,0.50 ,44.79 ,0.0130,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.05 ,1.00 ,0.0100,1.00 ,44.90 ,0.0260,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.05 ,4.00 ,0.0184,3.91 ,44.90 ,0.0960,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.05 ,10.00 ,0.0291,9.41 ,44.90 ,0.2160,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.05 ,13.00 ,0.0464,12.02 ,44.90 ,0.2650,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.05 ,20.00 ,0.0707,17.67 ,44.90 ,0.3640,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.15 ,15.00 ,0.0541,13.69 ,45.01 ,0.2950,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,283.25 ,7.00 ,0.0198,6.71 ,45.13 ,0.1590,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,297.95 ,0.10 ,0.1081,0.10 ,64.07 ,0.0020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,297.95 ,10.00 ,0.0271,9.50 ,64.07 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,297.95 ,15.00 ,0.0428,13.89 ,64.07 ,0.2210,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.05 ,1.00 ,0.0483,1.00 ,64.22 ,0.0190,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.05 ,20.00 ,0.0499,18.04 ,64.22 ,0.2770,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,0.50 ,0.0923,0.50 ,64.36 ,0.0100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,4.00 ,0.0044,3.92 ,64.36 ,0.0690,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,7.00 ,0.0094,6.76 ,64.36 ,0.1160,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,13.00 ,0.0310,12.17 ,64.36 ,0.1970,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,0.50 ,0.1204,0.50 ,111.36 ,0.0060,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,1.00 ,0.1248,1.00 ,111.36 ,0.0120,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,4.00 ,0.0712,3.94 ,111.36 ,0.0440,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,7.00 ,0.0435,6.81 ,111.36 ,0.0730,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,10.00 ,0.0245,9.62 ,111.36 ,0.1000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,13.00 ,0.0256,12.36 ,111.36 ,0.1270,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,15.00 ,0.0155,14.16 ,111.36 ,0.1430,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,20.00 ,0.0066,18.50 ,111.36 ,0.1820,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.25 ,0.10 ,0.6430,0.10 ,111.59 ,0.0030,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,347.95 ,10.00 ,0.1612,9.71 ,187.16 ,0.0710,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.05 ,1.00 ,0.1028,1.00 ,187.55 ,0.0070,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.05 ,4.00 ,0.1789,3.95 ,187.55 ,0.0300,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.05 ,20.00 ,0.1554,18.83 ,187.55 ,0.1330,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.15 ,0.10 ,0.6793,0.10 ,187.95 ,0.0020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.15 ,0.50 ,0.0494,0.50 ,187.95 ,0.0030,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.15 ,7.00 ,0.1727,6.85 ,187.95 ,0.0510,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.15 ,13.00 ,0.1485,12.51 ,187.95 ,0.0890,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,348.15 ,15.00 ,0.1608,14.35 ,187.95 ,0.1030,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.93 ,0.22 ,0.7842,0.22 ,73.37 ,0.0159,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,343.83 ,0.26 ,0.7725,0.26 ,171.71 ,0.0079,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.90 ,0.77 ,0.2402,0.76 ,73.32 ,0.0160,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.38 ,0.78 ,0.2302,0.78 ,72.47 ,0.0162,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.99 ,0.80 ,0.2363,0.80 ,91.55 ,0.0133,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,324.18 ,0.82 ,0.2320,0.82 ,113.81 ,0.0110,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.19 ,0.85 ,0.2107,0.84 ,111.45 ,0.0113,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,324.06 ,0.86 ,0.1964,0.86 ,113.52 ,0.0110,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,334.15 ,0.89 ,0.2213,0.89 ,140.31 ,0.0095,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,342.96 ,0.91 ,0.2241,0.91 ,168.62 ,0.0082,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,344.27 ,0.92 ,0.2303,0.92 ,173.30 ,0.0081,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,17.50 ,0.1565,16.15 ,79.53 ,0.1896,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,27.40 ,0.1542,24.10 ,79.53 ,0.2732,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,34.30 ,0.1768,29.15 ,79.53 ,0.3178,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,40.00 ,0.1866,33.01 ,79.53 ,0.3516,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,44.00 ,0.1807,35.56 ,79.53 ,0.3764,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,53.30 ,0.2033,40.94 ,79.53 ,0.4182,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,57.70 ,0.1807,43.22 ,79.53 ,0.4451,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,65.50 ,0.1878,46.81 ,79.53 ,0.4738,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,69.80 ,0.1791,48.53 ,79.53 ,0.4915,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,307.55 ,78.30 ,0.1804,51.23 ,79.53 ,0.5139,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,18.50 ,0.1642,17.07 ,88.54 ,0.1798,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,29.10 ,0.1540,25.57 ,88.54 ,0.2621,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,36.30 ,0.1455,30.83 ,88.54 ,0.3115,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,42.00 ,0.1623,34.70 ,88.54 ,0.3410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,46.30 ,0.1639,37.45 ,88.54 ,0.3642,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,56.10 ,0.1742,43.15 ,88.54 ,0.4081,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,61.00 ,0.1612,45.70 ,88.54 ,0.4328,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,69.10 ,0.1630,49.47 ,88.54 ,0.4624,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,73.50 ,0.1611,51.27 ,88.54 ,0.4773,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,312.45 ,81.80 ,0.1674,54.12 ,88.54 ,0.4973,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,19.70 ,0.1367,18.16 ,98.63 ,0.1764,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,30.80 ,0.1678,27.06 ,98.63 ,0.2478,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,38.40 ,0.1315,32.61 ,98.63 ,0.3013,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,44.00 ,0.1487,36.42 ,98.63 ,0.3277,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,48.30 ,0.1404,39.19 ,98.63 ,0.3516,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,58.70 ,0.1533,45.30 ,98.63 ,0.3947,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,63.90 ,0.1469,48.04 ,98.63 ,0.4172,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,72.40 ,0.1492,52.07 ,98.63 ,0.4460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,77.50 ,0.1574,54.21 ,98.63 ,0.4588,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,317.45 ,86.20 ,0.1421,57.33 ,98.63 ,0.4866,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,20.80 ,0.1207,19.17 ,109.02 ,0.1714,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,32.50 ,0.1612,28.54 ,109.02 ,0.2391,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,40.50 ,0.1550,34.38 ,109.02 ,0.2841,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,46.00 ,0.1706,38.13 ,109.02 ,0.3077,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,50.60 ,0.1750,41.10 ,109.02 ,0.3277,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,61.40 ,0.1308,47.48 ,109.02 ,0.3840,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,67.20 ,0.1425,50.57 ,109.02 ,0.4020,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,75.60 ,0.1226,54.60 ,109.02 ,0.4357,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,81.00 ,0.1386,56.92 ,109.02 ,0.4460,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.15 ,90.00 ,0.1306,60.29 ,109.02 ,0.4712,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,0.10 ,0.8227,0.10 ,64.44 ,0.0010,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,0.50 ,0.0937,0.50 ,64.44 ,0.0100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.10 ,1.00 ,0.0496,1.00 ,64.29 ,0.0190,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,4.00 ,0.0034,3.92 ,64.44 ,0.0690,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,7.00 ,0.0181,6.76 ,64.44 ,0.1150,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.00 ,10.00 ,0.0260,9.50 ,64.14 ,0.1580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,13.00 ,0.0299,12.17 ,64.44 ,0.1970,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.00 ,15.00 ,0.0416,13.89 ,64.14 ,0.2210,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.10 ,20.00 ,0.0488,18.04 ,64.29 ,0.2770,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,293.25 ,10.50 ,0.3498,9.93 ,57.44 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.35 ,12.00 ,0.2247,11.33 ,72.43 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.25 ,13.90 ,0.1390,13.09 ,90.09 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.15 ,15.80 ,0.0483,14.86 ,111.36 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.15 ,17.80 ,0.0417,16.73 ,137.40 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,343.15 ,20.30 ,0.1117,19.04 ,169.29 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,353.25 ,24.10 ,0.1488,22.50 ,209.21 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,363.15 ,27.20 ,0.2215,25.35 ,258.31 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,373.15 ,30.30 ,0.3020,28.22 ,321.45 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,383.15 ,38.00 ,0.3077,35.04 ,403.32 ,0.1410,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,293.75 ,19.00 ,0.1526,17.14 ,58.12 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.45 ,23.30 ,0.1232,20.80 ,72.59 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.25 ,28.20 ,0.0875,24.91 ,90.09 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.05 ,34.00 ,0.0536,29.71 ,111.12 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.05 ,40.00 ,0.0006,34.67 ,137.12 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,343.15 ,46.90 ,0.0547,40.31 ,169.29 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,353.15 ,54.20 ,0.1173,46.27 ,208.77 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,362.95 ,62.10 ,0.1823,52.70 ,257.20 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,373.45 ,71.50 ,0.2530,60.32 ,323.61 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,383.15 ,80.50 ,0.3262,67.67 ,403.32 ,0.2660,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,293.45 ,25.20 ,0.0857,21.93 ,57.71 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.75 ,32.00 ,0.0724,27.32 ,73.08 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.45 ,38.90 ,0.0409,32.70 ,90.48 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.65 ,47.20 ,0.0216,38.96 ,110.18 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,332.85 ,56.10 ,0.0293,45.70 ,136.55 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,342.75 ,64.30 ,0.0976,52.02 ,167.88 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,352.25 ,79.10 ,0.1103,62.38 ,204.85 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,363.15 ,90.00 ,0.1967,70.73 ,258.31 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,373.15 ,98.00 ,0.2914,77.41 ,321.45 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,383.15 ,117.00 ,0.3349,90.79 ,403.32 ,0.3500,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,293.65 ,41.00 ,0.1652,32.40 ,57.98 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.15 ,49.30 ,0.1093,38.17 ,72.10 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,314.05 ,63.50 ,0.0848,47.23 ,91.66 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,322.95 ,75.30 ,0.0428,54.65 ,110.89 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.95 ,91.00 ,0.0191,64.46 ,139.72 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,343.75 ,104.90 ,0.0857,73.43 ,171.43 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,354.25 ,125.00 ,0.1405,85.63 ,213.67 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,362.85 ,141.50 ,0.1950,96.04 ,256.65 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,373.15 ,160.00 ,0.2704,108.60 ,321.45 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,382.95 ,185.00 ,0.3280,124.42 ,401.46 ,0.4580,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,293.15 ,47.20 ,0.1716,35.72 ,57.31 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.85 ,59.80 ,0.1238,43.54 ,73.24 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.85 ,74.30 ,0.0814,51.96 ,91.27 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,324.15 ,89.70 ,0.0215,60.88 ,113.74 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.35 ,105.90 ,0.0274,69.99 ,137.98 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,343.45 ,125.70 ,0.0832,81.14 ,170.35 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,352.05 ,145.00 ,0.1285,92.00 ,203.99 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,357.15 ,154.00 ,0.1651,97.89 ,227.21 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,363.15 ,171.00 ,0.1931,107.34 ,258.31 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,373.15 ,198.00 ,0.2502,123.53 ,321.45 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,383.15 ,235.00 ,0.2965,144.84 ,403.32 ,0.5000,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,293.25 ,73.00 ,0.0801,41.75 ,57.44 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,303.15 ,81.00 ,0.0165,49.05 ,72.10 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.35 ,105.00 ,0.0174,59.04 ,90.28 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,323.55 ,141.00 ,0.0278,72.26 ,112.30 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.15 ,162.00 ,0.0741,83.74 ,137.40 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,343.15 ,188.50 ,0.1183,97.79 ,169.29 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,353.15 ,223.30 ,0.1524,115.40 ,208.77 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,363.15 ,246.00 ,0.2172,131.25 ,258.31 ,0.6100,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,6.50 ,0.0451,6.29 ,64.36 ,0.1049,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,13.00 ,0.1659,12.17 ,64.36 ,0.1759,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,21.30 ,0.1400,19.08 ,64.36 ,0.2700,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,31.40 ,0.1390,26.60 ,64.36 ,0.3618,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,40.60 ,0.1471,32.60 ,64.36 ,0.4278,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,51.70 ,0.1537,38.72 ,64.36 ,0.4928,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.15 ,60.70 ,0.1719,42.70 ,64.36 ,0.5280,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.20 ,11.20 ,0.1459,10.68 ,89.99 ,0.1158,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.20 ,19.40 ,0.0359,17.83 ,89.99 ,0.2055,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.20 ,28.60 ,0.0203,25.22 ,89.99 ,0.2849,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.20 ,38.30 ,0.0780,32.27 ,89.99 ,0.3370,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.20 ,49.10 ,0.0430,39.23 ,89.99 ,0.4106,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,313.20 ,55.30 ,0.0492,42.81 ,89.99 ,0.4402,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.20 ,11.30 ,0.0369,10.87 ,137.55 ,0.0930,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.20 ,14.80 ,0.1253,14.06 ,137.55 ,0.1304,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.20 ,24.20 ,0.1607,22.23 ,137.55 ,0.2077,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.20 ,34.10 ,0.1149,30.21 ,137.55 ,0.2615,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.20 ,44.20 ,0.1084,37.71 ,137.55 ,0.3167,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,333.20 ,53.90 ,0.0951,44.31 ,137.55 ,0.3600,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,12.40 ,0.4558,11.64 ,64.44 ,0.1370,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,23.10 ,0.2548,20.49 ,64.44 ,0.2640,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,32.90 ,0.3100,27.63 ,64.44 ,0.3310,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
[BMIM],[BF4],CO2,298.20 ,36.90 ,0.1759,30.28 ,64.44 ,0.3930,44.01,-56.6,-78.5,30.98,73.8,0.00214,0
